시설명,업종명,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,운반용차량보유여부,저장시설보유여부,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
유니크,일반종합도매,"부산광역시 부산진구 엄광로44번길 38, 2층 (개금동)",,35.14649115,129.0215901,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
유진메디칼,일반종합도매,"부산광역시 부산진구 동평로183번가길 3, 301호 (부암동)",,35.16857436,129.0490903,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
중앙약품,일반종합도매,"부산광역시 부산진구 양정로 63, 원각사 D동 3층 (양정동)",,35.17079547,129.0773861,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
우리메디팜,일반종합도매,"부산광역시 부산진구 중앙대로969번길 29-12, 203호 (양정동, 영진빌딩)",,35.17631697,129.0717504,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
주식회사 가비약품,일반종합도매,"부산광역시 부산진구 복지로 61, 3층 (개금동)",,35.14745394,129.0207242,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
(주)제이디,일반종합도매,"부산광역시 부산진구 진남로 513-1, 3층 (양정동)",,35.16989994,129.0714465,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
울산한약품,한약도매,부산광역시 부산진구 자유평화로37번길 15-14 (범천동),,35.14224123,129.062908,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
태진약품(주),일반종합도매,"부산광역시 부산진구 가야대로424번길 69, 501호 (개금동, 풍산빌딩)",,35.14963436,129.0187228,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
믿음약품,일반종합도매,부산광역시 부산진구 백양대로 235 (개금동),,35.15700853,129.0250145,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
바이오메딕스코리아,일반종합도매,"부산광역시 금정구 금단로 21-1, 2층 (구서동)",,35.25174001,129.0924128,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
(주)세일글로발,일반종합도매,부산광역시 금정구 개좌로 191,,35.22824883,129.1201318,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
조은메디컬,일반종합도매,"부산광역시 금정구 체육공원로 537, 2층 일부호 (두구동)",,35.28890862,129.1096666,휴업,N,N,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
비엔팜,일반종합도매,"부산광역시 금정구 반송로 436, 3층 (금사동)",,35.21442747,129.1116932,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
청진약품,일반종합도매,"부산광역시 금정구 식물원로 27, 2층 (장전동)",,35.22441365,129.0850267,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
신세계약품,일반종합도매,"부산광역시 금정구 금강로 682-3, 1층 (남산동)",,35.26833533,129.0893057,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
내츄럴원더스,일반종합도매,"부산광역시 금정구 금정로 126 (장전동,4층)",,35.23588117,129.0878164,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
옥성약품,일반종합도매,"부산광역시 금정구 부산대학로 10, 상가1동 B01호 (부곡동, 대우아파트)",,35.23306744,129.0899759,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
정산약품(주),일반종합도매,"부산광역시 금정구 청룡로 59, 3층 (남산동)",,35.27516144,129.0860008,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
신화약품,일반종합도매,"부산광역시 금정구 중앙대로 2065, 청룡빌딩 5층 (남산동)",,35.26864924,129.0924752,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
㈜삼원약품,일반종합도매,"부산광역시 금정구 공단서로 15, 삼원약품 (금사동)",,35.21593246,129.1107472,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
성광약품(주),일반종합도매,"부산광역시 금정구 사천로7번길 26-1, 2층 (금사동)",,35.22270728,129.1121138,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
㈜대림디에스,일반종합도매,"부산광역시 금정구 금강로 592, 2층 (구서동)",,35.26034288,129.0879996,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
아이에스메디팜 주식회사,일반종합도매,"부산광역시 금정구 공단서로 15, 삼원약품 3층 일부호 (금사동)",,35.21593246,129.1107472,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
팜울림,일반종합도매,"부산광역시 금정구 청룡예전로 93, 지하1,1층 (청룡동)",,35.27888882,129.0864793,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
원약품(주),일반종합도매,"부산광역시 금정구 체육공원로 39, 1층 (구서동)",,35.2476356,129.0967419,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
에스에이치팜(주),일반종합도매,"부산광역시 금정구 식물원로 27, 3층 (장전동)",,35.22441365,129.0850267,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
신우팜(주),일반종합도매,"부산광역시 금정구 무학송로 147, 3층 (부곡동)",,35.24441583,129.0939626,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
㈜효원메디콤,일반종합도매,"부산광역시 금정구 금단로 141, 2층 (남산동)",,35.26185291,129.0924718,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
동서약품,일반종합도매,"부산광역시 금정구 중앙대로1959번길 11, 2층 (구서동)",,35.25910349,129.0904968,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
부경약품㈜,일반종합도매,"부산광역시 금정구 금강로693번길 17, 3, 4층 (남산동)",,35.26918381,129.088174,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
(주)영남지오영 부산지점,일반종합도매,"부산광역시 금정구 중앙대로1929번길 9, 4층 (구서동)",,35.25630758,129.090683,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
운곡허브,한약도매,부산광역시 금정구 조리3길 46-9 (두구동),,35.30285763,129.1140355,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
로얄종합가스,기타,"부산광역시 금정구 체육공원로29번길 24, 1층 (구서동)",,35.24738539,129.0955079,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
에스비 메디텍,일반종합도매,"부산광역시 금정구 금샘로 585, 다솔빌딩 603호 (남산동)",,35.27463125,129.0848176,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
부산종합가스텍,기타,부산광역시 금정구 금사로 201-4 (회동동),,35.22856784,129.1197518,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
메넥스(주),일반종합도매,"부산광역시 금정구 중앙대로1719번길 30, 4층 (부곡동)",,35.23791231,129.0904803,영업,N,N,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
에스와이팜 주식회사,일반종합도매,"부산광역시 금정구 공단서로 15, 삼원약품 3층 일부호 (금사동)",,35.21593246,129.1107472,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
휴네프로,일반종합도매,"부산광역시 금정구 금단로 190, 대화빌딩 3층 302호 (남산동)",,35.26578792,129.0939095,영업,N,N,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
(주)와이즈팜,일반종합도매,"부산광역시 금정구 중앙대로1929번길 9, 3층 302호 (구서동)",,35.25630758,129.090683,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
와이디팜,일반종합도매,"부산광역시 중구 중구로97번길 3, 11층 1106호 (대청동4가, 동호이루마시티)",부산광역시 중구 대청동4가 34-2,35.10534407,129.0309366,영업,N,N,,부산광역시 중구청,2024-07-03,3250000,부산광역시 중구
오메디업(주),일반종합도매,"부산광역시 중구 대청로 127, 3층 일부호 (동광동4가)",부산광역시 중구 동광동4가 23-1,35.10303016,129.0337922,영업,N,N,,부산광역시 중구청,2024-07-03,3250000,부산광역시 중구
(주)MS가스,기타,부산광역시 사상구 가야대로176번길 92 (학장동),,35.14539446,128.9903557,영업,Y,Y,,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
주식회사 경기종합약품,일반종합도매,"경기도 의정부시 용현로105번길 7-17, 5층 (민락동)",경기도 의정부시 민락동 732번지 10호,37.7418081,127.0865993,영업,Y,Y,031-879-4000,의정부시보건소,2024-07-15,3820000,경기도 의정부시
수영약품,일반종합도매,"경기도 의정부시 오목로205번길 21, 310-1호 (민락동)",경기도 의정부시 민락동 812-4,37.74498164,127.0973744,영업,Y,Y,02-481-1357,의정부시보건소,2024-07-15,3820000,경기도 의정부시
한길약품,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 304호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-841-6788,의정부시보건소,2024-07-15,3820000,경기도 의정부시
라파팜,일반종합도매,"경기도 의정부시 서광로 135, 센타프라자 6층 601호 (산곡동)",경기도 의정부시 산곡동 0 센타프라자,37.7289733299,127.1109124806,영업,Y,Y,031-877-0720,의정부시보건소,2024-07-15,3820000,경기도 의정부시
팜팜,일반종합도매,"경기도 의정부시 용현로 165, 4층 (민락동)",경기도 의정부시 민락동 692번지 9호,37.74055948,127.0945316,영업,Y,Y,070-4228-0962,의정부시보건소,2024-07-15,3820000,경기도 의정부시
주식회사 에스티에스팜,일반종합도매,"경기도 의정부시 시민로 39, 205호 (의정부동, 의정부 대정프라자)",경기도 의정부시 의정부동 486번지 7호,37.7385464,127.039447,영업,Y,Y,031-876-3585,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)나우팜,일반종합도매,"경기도 의정부시 범골로30번길 44, 2층 (호원동)",경기도 의정부시 호원동 357번지 15호,37.73032734,127.040384,영업,Y,Y,031-853-4035,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)더에이치팜,일반종합도매,"경기도 의정부시 오목로205번길 21, 301호 (민락동)",경기도 의정부시 민락동 812-4,37.74498164,127.0973744,영업,Y,Y,02-442-4533,의정부시보건소,2024-07-15,3820000,경기도 의정부시
에픽팜(주),일반종합도매,"경기도 의정부시 오목로225번길 140, 804호 (민락동)",경기도 의정부시 민락동 805번지 2호,37.74502863,127.0948877,영업,Y,Y,031-852-0875,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)한국티엠지,일반종합도매,"경기도 의정부시 용현로105번길 33-1, 6층 (민락동)",경기도 의정부시 민락동 733-7,37.7427826,127.0867113,영업,Y,Y,031-821-3557,의정부시보건소,2024-07-15,3820000,경기도 의정부시
호원메디칼,일반종합도매,"경기도 의정부시 시민로434번길 11, 311호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-826-0455,의정부시보건소,2024-07-15,3820000,경기도 의정부시
새서울메디칼,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 313호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-872-5094,의정부시보건소,2024-07-15,3820000,경기도 의정부시
자연담은,한약도매,"경기도 의정부시 경의로 9, 2층 (의정부동)",경기도 의정부시 의정부2동 534번지 5호,37.7329865,127.0363871,영업,Y,Y,031-874-4577,의정부시보건소,2024-07-15,3820000,경기도 의정부시
조은메디칼,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 309호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-852-7757,의정부시보건소,2024-07-15,3820000,경기도 의정부시
주식회사 엠씨테크,시약도매,"경기도 의정부시 가능로15번길 23, 2층 (가능동)",경기도 의정부시 가능1동 681번지 21호 유아산업빌딩 2층,37.74770828,127.0326067,영업,Y,Y,031-876-9777,의정부시보건소,2024-07-15,3820000,경기도 의정부시
M.W 약품,일반종합도매,"경기도 의정부시 경의로 34, 지하1층 (의정부동)",경기도 의정부시 의정부2동 608호 3통 지하1층,37.73261477,127.0391882,영업,Y,Y,031-875-7766,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)운트바이오,일반종합도매,"경기도 의정부시 시민로434번길 11, 2층 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-853-6409,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)동원헬스케어 의정부지점,일반종합도매,"경기도 의정부시 시민로387번길 23-17, 2층 (용현동)",경기도 의정부시 용현동 397번지 2호,37.73594193,127.0767858,영업,Y,Y,031-829-7711,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)유니스코리아,일반종합도매,"경기도 의정부시 승지로 13, 3층 (민락동)",경기도 의정부시 민락동 607번지 3층,37.73832729,127.0906807,영업,Y,Y,031-853-7523,의정부시보건소,2024-07-15,3820000,경기도 의정부시
레볼루션,일반종합도매,"부산광역시 금정구 반송로 353-1, 2층 (서동)",,35.2104518,129.1048735,영업,N,N,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
홍인메디칼,일반종합도매,"부산광역시 금정구 온천장로125번길 48, B동 501호 (장전동, 금정산 태진팰리스)",,35.22378059,129.0832498,영업,N,N,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
스마일덕성팜 주식회사,일반종합도매,"부산광역시 금정구 부산대학로64번길 75, 스마일덕성팜 (장전동)",,35.23480532,129.0851653,영업,Y,Y,,부산광역시 금정구 보건소,2024-07-15,3350000,부산광역시 금정구
